,City,Country,Latitude,Longitude,Max Temperature (F),Humidity (%),Cloudiness (%),Wind Speed (mph),Date
27,Rikitea,PF,-23.1203,-134.9692,75.7,74,4,14.2,2021-10-17
28,New Norfolk,AU,-42.7826,147.0587,55.92,66,100,3.0,2021-10-17
29,Tasiilaq,GL,65.6145,-37.6368,26.76,51,25,10.74,2021-10-17
30,Nome,US,64.5011,-165.4064,30.27,59,1,12.66,2021-10-17
31,Barrow,US,71.2906,-156.7887,19.42,86,90,0.0,2021-10-17
32,Inongo,CD,-1.95,18.2667,72.36,93,93,1.41,2021-10-17
33,Faanui,PF,-16.4833,-151.75,80.26,78,7,16.06,2021-10-17
34,Abu Samrah,SY,35.3029,37.1841,64.9,74,0,13.98,2021-10-17
35,Ushuaia,AR,-54.8,-68.3,49.66,62,75,6.91,2021-10-17
36,Saint-Pierre,RE,-21.3393,55.4781,71.24,69,0,3.44,2021-10-17
37,Skellefteå,SE,64.7507,20.9528,37.99,64,0,1.99,2021-10-17
38,Hithadhoo,MV,-0.6,73.0833,81.21,79,73,12.28,2021-10-17
39,Laas,IT,46.6166,10.7002,43.68,58,39,3.13,2021-10-17
40,Port Elizabeth,ZA,-33.918,25.5701,52.11,93,90,8.05,2021-10-17
41,Chokurdakh,RU,70.6333,147.9167,-9.18,100,98,2.17,2021-10-17
42,Bluff,NZ,-46.6,168.3333,51.35,80,97,12.37,2021-10-17
43,Hermanus,ZA,-34.4187,19.2345,53.91,65,64,5.68,2021-10-17
44,Castro,BR,-24.7911,-50.0119,57.61,98,100,7.52,2021-10-17
45,Provideniya,RU,64.3833,-173.3,28.51,59,75,15.66,2021-10-17
46,Khor,RU,47.8861,134.9464,24.33,53,66,5.95,2021-10-17
47,Port Alfred,ZA,-33.5906,26.891,55.09,70,63,11.23,2021-10-17
48,Cape Town,ZA,-33.9258,18.4232,56.26,68,0,1.99,2021-10-17
49,Port Macquarie,AU,-31.4333,152.9167,70.9,61,99,8.1,2021-10-17
50,Ferrol,ES,43.4832,-8.2369,71.37,86,99,7.11,2021-10-17
51,Ponta do Sol,PT,32.6667,-17.1,72.23,74,94,2.57,2021-10-17
52,Yulara,AU,-25.2406,130.9889,76.84,22,6,11.5,2021-10-17
53,Butaritari,KI,3.0707,172.7902,81.55,73,11,12.37,2021-10-17
54,Kaitangata,NZ,-46.2817,169.8464,51.4,93,100,10.63,2021-10-17
55,Marinette,US,45.1,-87.6307,66.25,25,1,8.05,2021-10-17
56,Salalah,OM,17.0151,54.0924,78.89,78,75,4.61,2021-10-17
57,Sittwe,MM,20.15,92.9,76.78,95,100,17.02,2021-10-17
58,Visnes,NO,59.3556,5.2242,40.57,86,20,4.61,2021-10-17
59,Balyqshy,KZ,47.0667,51.8667,53.6,47,0,15.66,2021-10-17
60,Arraial do Cabo,BR,-22.9661,-42.0278,69.89,88,100,10.92,2021-10-17
61,Ambilobe,MG,-13.2,49.05,72.39,68,0,6.29,2021-10-17
62,Hobart,AU,-42.8794,147.3294,56.05,70,75,4.0,2021-10-17
63,Mataura,NZ,-46.1927,168.8643,49.55,98,100,5.21,2021-10-17
64,Punta Arenas,CL,-53.15,-70.9167,50.11,71,0,26.46,2021-10-17
65,George Town,MY,5.4112,100.3354,78.89,88,20,2.3,2021-10-17
66,Khatanga,RU,71.9667,102.5,32.85,99,100,11.52,2021-10-17
67,Aranos,NA,-24.1333,19.1167,51.96,18,14,12.53,2021-10-17
68,Atuona,PF,-9.8,-139.0333,78.35,76,79,18.34,2021-10-17
69,Saint George,US,37.1041,-113.5841,80.94,21,1,1.99,2021-10-17
70,Upernavik,GL,72.7868,-56.1549,23.52,53,100,4.85,2021-10-17
71,Hong Kong,HK,22.2855,114.1577,72.25,80,98,1.01,2021-10-17
72,Esperance,AU,-33.8667,121.9,57.04,88,2,4.34,2021-10-17
73,Smirnykh,RU,49.75,142.8333,28.63,81,29,11.34,2021-10-17
74,Mīzan Teferī,ET,6.9833,35.5833,61.84,83,59,2.75,2021-10-17
75,Okhotsk,RU,59.3833,143.3,12.15,72,4,20.38,2021-10-17
76,Grand-Santi,GF,4.25,-54.3833,73.18,96,98,0.98,2021-10-17
77,Chumikan,RU,54.7183,135.315,18.59,74,3,14.43,2021-10-17
78,Kolpashevo,RU,58.3131,82.9089,36.37,94,84,5.3,2021-10-17
79,City of San Pedro,PH,14.35,121.0167,79.83,83,75,5.75,2021-10-17
80,Labuhan,ID,-6.8844,112.2051,80.37,81,85,4.9,2021-10-17
81,Maniitsoq,GL,65.4167,-52.9,33.31,46,0,7.02,2021-10-17
82,Xam Nua,LA,20.4197,104.0439,58.23,98,100,1.32,2021-10-17
83,Ixtapa,MX,20.7,-105.2,86.23,74,20,9.22,2021-10-17
84,Jamestown,US,42.097,-79.2353,54.99,83,90,4.0,2021-10-17
85,Torbay,CA,47.6666,-52.7314,42.76,92,90,8.05,2021-10-17
86,Arrondissement de Pau,FR,43.4167,-0.5833,64.98,94,0,4.61,2021-10-17
87,Rocha,UY,-34.4833,-54.3333,51.4,74,21,6.26,2021-10-17
88,Saint-Philippe,RE,-21.3585,55.7679,71.15,79,46,14.61,2021-10-17
89,Puerto Ayora,EC,-0.7393,-90.3518,78.76,87,97,8.99,2021-10-17
90,Mokhsogollokh,RU,61.4681,128.9203,8.82,96,80,3.6,2021-10-17
91,Atasū,KZ,48.6814,71.6433,40.71,45,5,6.46,2021-10-17
92,Souillac,MU,-20.5167,57.5167,73.78,73,40,14.97,2021-10-17
93,Lompoc,US,34.6391,-120.4579,74.57,62,1,9.22,2021-10-17
94,Avarua,CK,-21.2078,-159.775,73.45,94,90,10.36,2021-10-17
95,Klaksvík,FO,62.2266,-6.589,47.32,78,100,25.72,2021-10-17
96,Bandarbeyla,SO,9.4942,50.8122,76.59,89,65,12.97,2021-10-17
97,Vao,NC,-22.6667,167.4833,73.06,90,36,10.65,2021-10-17
98,Dikson,RU,73.5069,80.5464,31.15,99,100,3.47,2021-10-17
99,Tezu,IN,27.9167,96.1667,74.86,75,51,3.31,2021-10-17
100,Olot,ES,42.181,2.4901,61.21,84,91,3.56,2021-10-17
101,Nārnaund,IN,29.2167,76.15,69.91,89,100,7.27,2021-10-17
102,Harar,ET,9.3094,42.1258,61.34,39,13,5.99,2021-10-17
103,Departamento de Maldonado,UY,-34.6667,-54.9167,59.23,77,47,6.62,2021-10-17
104,Wajir,KE,1.7471,40.0573,78.96,59,3,17.05,2021-10-17
105,Willowmore,ZA,-33.2926,23.4895,41.5,78,17,4.27,2021-10-17
106,Cuauhtémoc,MX,28.4167,-106.8667,67.71,46,40,7.61,2021-10-17
107,Busselton,AU,-33.65,115.3333,50.04,81,14,8.01,2021-10-17
108,Kloulklubed,PW,7.0419,134.2556,79.3,73,77,10.49,2021-10-17
109,Shawinigan,CA,46.5668,-72.7491,54.05,62,36,2.3,2021-10-17
110,Bambous Virieux,MU,-20.3428,57.7575,73.65,73,40,14.97,2021-10-17
111,Fortuna,US,40.5982,-124.1573,52.86,74,90,1.99,2021-10-17
112,Waipawa,NZ,-41.4122,175.5153,59.63,62,6,12.28,2021-10-17
113,Verāval,IN,20.9,70.3667,79.23,73,96,13.47,2021-10-17
114,Ribeira Grande,PT,38.5167,-28.7,70.25,88,13,17.38,2021-10-17
115,Avanigadda,IN,16.0215,80.9181,78.28,88,100,0.45,2021-10-17
116,Bethel,US,41.3712,-73.414,59.31,72,75,9.22,2021-10-17
117,Saldanha,ZA,-33.0117,17.9442,51.85,76,0,16.37,2021-10-17
118,Egvekinot,RU,66.3167,-179.1667,15.48,76,95,2.91,2021-10-17
119,Ahipara,NZ,-35.1667,173.1667,64.45,76,12,7.85,2021-10-17
120,Mahanje,TZ,-9.9333,35.3333,68.41,66,21,4.76,2021-10-17
121,Severo-Kuril'sk,RU,50.6789,156.125,39.63,78,36,41.2,2021-10-17
122,Kapaa,US,22.0752,-159.319,82.38,72,40,5.99,2021-10-17
123,Constitución,CL,-35.3333,-72.4167,58.57,69,1,15.95,2021-10-17
124,Bilibino,RU,68.0546,166.4372,-8.68,98,88,3.4,2021-10-17
125,Pouembout,NC,-21.1333,164.9,81.25,69,87,3.58,2021-10-17
126,Bredasdorp,ZA,-34.5322,20.0403,45.28,68,42,2.26,2021-10-17
127,Belle Fourche,US,44.6714,-103.8522,77.88,32,5,5.59,2021-10-17
128,Eagle Pass,US,28.7091,-100.4995,79.38,37,20,0.0,2021-10-17
129,Daman,IN,20.4167,72.85,80.19,76,65,7.83,2021-10-17
130,Bambanglipuro,ID,-7.95,110.2833,56.61,90,71,2.46,2021-10-17
131,Longyearbyen,SJ,78.2186,15.6401,17.44,73,20,6.91,2021-10-17
132,Grindavik,IS,63.8424,-22.4338,39.67,87,90,27.63,2021-10-17
133,Ariquemes,BR,-9.9133,-63.0408,81.1,64,76,2.28,2021-10-17
134,Binga,ZW,-17.6203,27.3414,79.99,29,15,3.96,2021-10-17
135,Qaanaaq,GL,77.484,-69.3632,24.01,80,100,11.01,2021-10-17
136,Lebu,CL,-37.6167,-73.65,53.33,78,0,18.86,2021-10-17
137,Cayenne,GF,4.9333,-52.3333,82.44,85,78,1.01,2021-10-17
138,Tuatapere,NZ,-46.1333,167.6833,49.71,88,100,8.7,2021-10-17
139,Sitka,US,57.0531,-135.33,48.09,61,75,5.75,2021-10-17
140,Oranjemund,NA,-28.55,16.4333,56.05,74,0,15.97,2021-10-17
141,Safi,MA,32.2994,-9.2372,69.4,66,97,12.93,2021-10-17
142,Hervey Bay,AU,-25.2986,152.8535,78.03,72,100,8.99,2021-10-17
143,Khāsh,IR,28.2211,61.2158,55.98,13,0,1.57,2021-10-17
144,Vila Franca do Campo,PT,37.7167,-25.4333,72.01,94,100,16.17,2021-10-17
145,Miraflores,MX,19.2167,-98.8083,70.21,71,99,2.95,2021-10-17
146,Sola,VU,-13.8833,167.55,81.97,75,85,17.02,2021-10-17
147,Samarai,PG,-10.6167,150.6667,83.16,77,99,11.52,2021-10-17
148,Varnavino,RU,57.4035,45.0916,41.34,87,89,7.63,2021-10-17
149,Micheweni,TZ,-4.9667,39.8333,76.5,75,67,7.25,2021-10-17
150,Balkhash,KZ,46.844,74.9804,44.96,57,0,13.44,2021-10-17
151,High Level,CA,58.5169,-117.136,41.11,65,75,5.75,2021-10-17
152,Bengkulu,ID,-3.8004,102.2655,75.0,94,100,5.97,2021-10-17
153,Chennai,IN,13.0878,80.2785,82.38,83,75,0.0,2021-10-17
154,Rome,US,43.2128,-75.4557,53.83,89,75,6.91,2021-10-17
155,Saint Anthony,US,45.0205,-93.218,69.91,37,1,1.01,2021-10-17
156,Bathsheba,BB,13.2167,-59.5167,83.01,78,20,8.05,2021-10-17
157,Srednekolymsk,RU,67.45,153.6833,3.52,97,94,2.55,2021-10-17
158,Sarangani,PH,5.4033,125.4636,83.03,78,90,16.2,2021-10-17
159,San Cristobal,VE,7.7669,-72.225,77.18,71,99,3.87,2021-10-17
160,Tatarsk,RU,55.219,75.9828,40.44,78,82,6.98,2021-10-17
161,Opuwo,NA,-18.0607,13.84,68.65,25,38,2.35,2021-10-17
162,Kirya,TZ,-3.9167,37.4833,72.21,71,20,7.25,2021-10-17
163,Tommot,RU,58.9564,126.2925,14.77,91,100,3.47,2021-10-17
164,Kruisfontein,ZA,-34.0033,24.7314,49.89,74,92,8.23,2021-10-17
165,Tambacounda,SN,13.7539,-13.7586,82.45,89,20,2.3,2021-10-17
166,Nhamundá,BR,-2.1861,-56.7131,79.39,75,80,1.88,2021-10-17
167,Tessalit,ML,20.1986,1.0114,83.91,12,0,8.32,2021-10-17
168,Lom Sak,TH,16.7798,101.2422,70.75,96,100,4.79,2021-10-17
169,Luganville,VU,-15.5333,167.1667,81.84,79,94,7.02,2021-10-17
170,Pevek,RU,69.7008,170.3133,8.6,98,81,3.06,2021-10-17
171,Gorontalo,ID,0.5412,123.0595,75.04,91,84,2.44,2021-10-17
172,Mulegé,MX,26.8833,-111.9833,86.05,41,100,5.73,2021-10-17
173,Vostok,RU,46.4856,135.8833,17.04,70,10,5.1,2021-10-17
174,Chunoyar,RU,57.4467,97.3217,30.4,94,21,2.77,2021-10-17
175,Makkah al Mukarramah,SA,21.4267,39.8261,86.13,31,6,4.14,2021-10-17
176,Sabang,ID,5.8933,95.3214,81.57,72,100,4.09,2021-10-17
177,Norman Wells,CA,65.282,-126.8329,28.44,86,90,0.0,2021-10-17
178,Al Bardīyah,LY,31.7561,25.0865,68.18,64,1,6.87,2021-10-17
179,Iquique,CL,-20.2208,-70.1431,60.84,75,90,7.56,2021-10-17
180,Sairang,IN,23.8,92.6667,73.87,87,100,1.81,2021-10-17
181,Juneau,US,58.3019,-134.4197,42.84,74,40,4.61,2021-10-17
182,Ranfurly,NZ,-45.1333,170.1,54.64,86,98,7.49,2021-10-17
183,Lagoa,PT,39.05,-27.9833,69.35,87,14,21.16,2021-10-17
184,Mount Isa,AU,-20.7333,139.5,80.37,22,7,6.91,2021-10-17
185,Mayo,US,38.8876,-76.5119,62.71,52,20,1.99,2021-10-17
186,Remanso,BR,-9.6179,-42.0831,84.96,35,47,4.36,2021-10-17
187,João Pinheiro,BR,-17.7425,-46.1725,73.71,75,76,2.39,2021-10-17
188,Cherskiy,RU,68.75,161.3,-13.85,100,100,3.31,2021-10-17
189,Mount Abu,IN,24.6,72.7,67.19,60,95,3.02,2021-10-17
190,Along,IN,28.1667,94.7667,71.29,98,98,2.01,2021-10-17
191,Lagoa Vermelha,BR,-28.2086,-51.5258,53.83,97,99,5.91,2021-10-17
192,Gualeguay,AR,-33.1416,-59.3097,63.27,48,72,5.73,2021-10-17
193,Saint Paul Harbor,US,57.79,-152.4072,44.11,81,90,40.29,2021-10-17
194,Fort Nelson,CA,58.8053,-122.7002,35.19,87,40,4.61,2021-10-17
195,Metzingen,DE,48.5369,9.2833,48.47,90,75,3.44,2021-10-17
196,Kiryat Gat,IL,31.61,34.7642,71.4,100,58,0.89,2021-10-17
197,Tura,IN,25.5198,90.2201,72.41,85,98,3.27,2021-10-17
198,Iranshahr,IR,27.2025,60.6848,72.16,11,0,4.74,2021-10-17
199,Porto-Novo,BJ,6.4965,2.6036,78.96,85,48,6.6,2021-10-17
200,Pisco,PE,-13.7,-76.2167,65.01,72,0,20.71,2021-10-17
201,Upata,VE,8.0086,-62.3989,77.16,80,95,1.32,2021-10-17
202,Karratha,AU,-20.7377,116.8463,67.48,61,6,7.96,2021-10-17
203,Zeya,RU,53.75,127.2667,18.91,54,10,4.38,2021-10-17
204,Auki,SB,-8.7676,160.7034,83.59,67,75,2.98,2021-10-17
205,Mocuba,MZ,-16.8392,36.9856,81.91,49,0,7.29,2021-10-17
206,Fairbanks,US,64.8378,-147.7164,33.24,68,1,3.44,2021-10-17
207,Puerto Suárez,BO,-18.95,-57.8,85.17,45,100,6.93,2021-10-17
208,Aklavik,CA,68.2191,-135.0107,27.43,71,16,11.77,2021-10-17
209,Chimbote,PE,-9.0853,-78.5783,65.03,83,50,9.51,2021-10-17
210,Gävle,SE,60.6745,17.1417,39.51,71,0,7.0,2021-10-17
211,Marathon,US,44.9,-89.7668,63.28,37,1,11.5,2021-10-17
212,Itarema,BR,-2.9248,-39.9167,79.97,83,3,16.58,2021-10-17
213,Chengzhong,CN,30.95,113.55,53.65,71,100,4.76,2021-10-17
214,Pemberton,CA,50.3164,-122.8027,51.49,100,100,1.59,2021-10-17
215,Leer,SS,8.3018,30.1418,75.09,65,98,2.28,2021-10-17
216,Tiksi,RU,71.6872,128.8694,10.13,89,100,9.17,2021-10-17
217,Saskylakh,RU,71.9167,114.0833,16.93,95,100,11.34,2021-10-17
218,Maragogi,BR,-9.0122,-35.2225,76.73,82,77,7.85,2021-10-17
219,Kupang,ID,-10.1667,123.5833,79.38,83,20,4.61,2021-10-17
220,Taltal,CL,-25.4,-70.4833,62.78,66,23,6.87,2021-10-17
221,Nanortalik,GL,60.1432,-45.2371,35.82,86,98,3.62,2021-10-17
222,Barrancabermeja,CO,7.0653,-73.8547,82.83,79,50,3.71,2021-10-17
223,Amuntai,ID,-2.4177,115.2494,74.01,98,100,2.57,2021-10-17
224,Mahébourg,MU,-20.4081,57.7,73.69,73,40,14.97,2021-10-17
225,Pindi Gheb,PK,33.2402,72.2661,78.94,50,100,6.04,2021-10-17
226,Qasigiannguit,GL,68.8193,-51.1922,16.05,60,0,10.4,2021-10-17
227,Arrondissement de Cholet,FR,47.1667,-1.0,54.64,60,37,3.36,2021-10-17
228,Verkhnevilyuysk,RU,63.4453,120.3167,19.44,80,100,7.14,2021-10-17
229,Narsaq,GL,60.9167,-46.05,35.82,49,50,4.0,2021-10-17
230,Sirte,LY,31.2089,16.5887,71.8,53,51,11.65,2021-10-17
231,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,36.19,93,75,11.18,2021-10-17
232,Paamiut,GL,61.994,-49.6678,34.75,51,0,2.33,2021-10-17
233,Kolodeznyy,RU,51.3333,39.1833,38.21,75,37,6.08,2021-10-17
234,Taksimo,RU,56.3444,114.8794,19.99,80,27,3.89,2021-10-17
235,Zhigansk,RU,66.7697,123.3711,14.85,93,100,14.36,2021-10-17
236,Nizhniy Tsasuchey,RU,50.5167,115.1333,19.89,85,8,6.11,2021-10-17
237,Lima,PE,-12.0432,-77.0282,62.13,74,75,1.01,2021-10-17
238,Tavda,RU,58.0425,65.2726,38.12,73,54,6.69,2021-10-17
239,Sunland Park,US,31.7965,-106.58,81.52,25,1,3.0,2021-10-17
240,Hofn,IS,64.2539,-15.2082,36.37,98,100,24.81,2021-10-17
241,São João da Barra,BR,-21.6403,-41.0511,70.56,90,100,9.91,2021-10-17
242,Nānākuli,US,21.3906,-158.1547,85.95,52,75,12.66,2021-10-17
243,Ginda,IN,30.6945,78.4932,56.88,94,100,5.28,2021-10-17
244,Hessisch Lichtenau,DE,51.2,9.7167,45.63,72,100,2.06,2021-10-17
245,Inhambane,MZ,-23.865,35.3833,74.16,94,5,2.95,2021-10-17
246,Rørvik,NO,64.8621,11.2373,44.6,78,97,27.34,2021-10-17
247,Kargopol',RU,61.5071,38.9456,37.35,84,100,12.57,2021-10-17
248,Timmins,CA,48.4669,-81.3331,40.82,75,90,6.91,2021-10-17
249,Walla Walla,US,46.0646,-118.343,76.06,38,1,3.0,2021-10-17
250,Sabzawār,IR,36.2126,57.6819,59.36,12,0,5.93,2021-10-17
251,Ostrovnoy,RU,68.0531,39.5131,39.4,81,98,9.95,2021-10-17
252,La Baule-Escoublac,FR,47.2922,-2.364,61.88,91,0,2.3,2021-10-17
253,Ntchisi,MW,-13.5278,33.9149,67.17,58,24,4.16,2021-10-17
254,Jiuquan,CN,39.7432,98.5174,43.5,27,28,5.68,2021-10-17
255,Acaraú,BR,-2.8856,-40.12,80.17,82,2,18.68,2021-10-17
256,Piaçabuçu,BR,-10.4056,-36.4344,76.48,81,76,8.1,2021-10-17
257,Bereda,ES,43.2686,-7.5406,67.01,79,100,2.86,2021-10-17
258,Cururupu,BR,-1.8283,-44.8683,77.2,83,14,4.03,2021-10-17
259,Zyryanka,RU,65.75,150.85,7.5,91,88,11.12,2021-10-17
260,Padang,ID,-0.9492,100.3543,77.47,87,100,1.7,2021-10-17
261,Baharly,TM,38.4362,57.4316,57.09,16,0,8.21,2021-10-17
262,Wahiawā,US,21.5028,-158.0236,82.72,61,40,13.8,2021-10-17
263,Council Bluffs,US,41.2619,-95.8608,77.77,29,1,10.36,2021-10-17
264,Flinders,AU,-34.5833,150.8552,66.79,74,40,1.99,2021-10-17
265,Xunchang,CN,28.4543,104.715,56.57,88,100,1.21,2021-10-17
266,Lata,PT,40.1629,-8.3327,67.05,97,98,1.81,2021-10-17
267,Itapora,BR,-22.0799,-54.7874,72.37,86,79,10.69,2021-10-17
268,Moose Factory,CA,51.2585,-80.6094,44.6,81,90,9.22,2021-10-17
269,Boca do Acre,BR,-8.7522,-67.3978,77.59,78,98,1.05,2021-10-17
270,Otavi,NA,-19.65,17.3333,70.48,13,3,9.26,2021-10-17
271,Ishigaki,JP,24.3448,124.1572,71.73,83,75,9.22,2021-10-17
272,Joshīmath,IN,30.5667,79.5667,60.57,94,100,1.95,2021-10-17
273,Nouadhibou,MR,20.931,-17.0347,75.09,58,0,16.13,2021-10-17
274,Cabedelo,BR,-6.9811,-34.8339,77.67,81,59,12.21,2021-10-17
275,Yurla,RU,59.3259,54.3223,42.24,84,100,10.47,2021-10-17
276,Pitimbu,BR,-7.4706,-34.8086,77.59,79,76,12.8,2021-10-17
277,Sinnamary,GF,5.3833,-52.95,80.46,82,52,8.28,2021-10-17
278,Cabo San Lucas,MX,22.8909,-109.9124,90.61,54,20,16.11,2021-10-17
279,Talcahuano,CL,-36.7167,-73.1167,62.28,59,0,14.97,2021-10-17
280,Naryan-Mar,RU,67.6713,53.087,32.79,95,81,9.28,2021-10-17
281,Kavaratti,IN,10.5669,72.642,81.25,78,97,15.59,2021-10-17
282,Reconquista,AR,-29.15,-59.65,69.46,40,0,8.1,2021-10-17
283,Hambantota,LK,6.1241,81.1185,80.56,78,61,15.82,2021-10-17
284,Katsuura,JP,35.1333,140.3,57.18,66,67,19.48,2021-10-17
285,Inverell,AU,-29.7833,151.1167,65.66,73,100,5.99,2021-10-17
286,Karasjok,NO,69.4719,25.5112,33.91,86,100,19.89,2021-10-17
287,Shahr-e Bābak,IR,30.1165,55.1186,62.01,25,1,5.06,2021-10-17
288,Contamana,PE,-7.3333,-75.0167,94.23,36,90,4.47,2021-10-17
289,Chara,RU,56.9064,118.2631,15.58,70,48,3.04,2021-10-17
290,Uyar,RU,55.81,94.3153,25.11,95,1,2.55,2021-10-17
291,Sémbé,CG,1.6481,14.5806,70.97,96,91,2.21,2021-10-17
292,Ivaiporã,BR,-24.2478,-51.6847,65.59,96,99,0.72,2021-10-17
293,Ucluelet,CA,48.9329,-125.5528,55.04,78,92,5.57,2021-10-17
294,Richards Bay,ZA,-28.783,32.0377,59.81,88,100,11.36,2021-10-17
295,Mossamedes,AO,-15.1961,12.1522,64.87,88,27,4.92,2021-10-17
296,Luanda,AO,-8.8368,13.2343,75.2,83,40,5.75,2021-10-17
297,Kyshtovka,RU,56.555,76.6271,39.15,88,95,5.75,2021-10-17
298,Balezino,RU,57.9796,53.0106,43.63,81,100,12.19,2021-10-17
299,East London,ZA,-33.0153,27.9116,55.9,69,27,14.9,2021-10-17
300,Lüderitz,NA,-26.6481,15.1594,59.49,51,16,20.09,2021-10-17
301,Clyde River,CA,70.4692,-68.5914,28.08,81,97,11.97,2021-10-17
302,Lavrentiya,RU,65.5833,-171.0,24.85,70,75,12.17,2021-10-17
303,Kamina,CD,-8.7386,24.9906,66.09,83,99,4.23,2021-10-17
304,Aykhal,RU,66.0,111.5,31.17,96,100,22.59,2021-10-17
305,Mélykút,HU,46.2151,19.381,48.31,60,3,2.13,2021-10-17
306,Henties Bay,NA,-22.116,14.2845,55.85,86,65,3.76,2021-10-17
307,Havre-St-Pierre,CA,50.2334,-63.5986,54.19,100,90,23.02,2021-10-17
308,Yuli,NG,9.6989,10.2744,77.65,75,17,1.34,2021-10-17
309,Manicoré,BR,-5.8092,-61.3003,79.05,79,98,2.17,2021-10-17
310,Goundi,TD,9.3627,17.366,73.56,91,60,3.49,2021-10-17
311,Port Keats,AU,-14.25,129.55,83.19,69,100,0.83,2021-10-17
312,Tamandaré,BR,-8.7597,-35.1047,76.8,81,62,7.27,2021-10-17
313,Husavik,IS,66.0449,-17.3389,33.71,90,100,15.68,2021-10-17
314,Coyhaique,CL,-45.5752,-72.0662,51.75,58,75,6.91,2021-10-17
315,Iqaluit,CA,63.7506,-68.5145,33.53,86,75,15.99,2021-10-17
316,Talnakh,RU,69.4865,88.3972,33.96,100,100,6.89,2021-10-17
317,Marsh Harbour,BS,26.5412,-77.0636,80.51,69,2,7.76,2021-10-17
318,Esso,RU,55.9333,158.7,25.77,97,95,3.6,2021-10-17
319,Walvis Bay,NA,-22.9575,14.5053,56.08,82,78,13.8,2021-10-17
320,São Sebastião,BR,-23.76,-45.4097,68.27,94,100,5.44,2021-10-17
321,Rosetta,EG,31.4044,30.4164,72.21,61,23,8.61,2021-10-17
322,Meulaboh,ID,4.1363,96.1285,76.12,84,100,3.09,2021-10-17
323,College,US,64.8569,-147.8028,33.22,67,75,3.44,2021-10-17
324,San Policarpo,PH,12.1791,125.5072,81.54,82,15,7.27,2021-10-17
325,Areia Branca,BR,-4.9561,-37.1369,84.4,70,79,23.49,2021-10-17
326,Portland,US,45.5234,-122.6762,66.2,72,90,1.99,2021-10-17
327,Quelimane,MZ,-17.8786,36.8883,78.75,78,0,11.5,2021-10-17
328,Beloha,MG,-25.1667,45.05,70.16,91,0,2.68,2021-10-17
329,Aitape,PG,-3.1374,142.3475,81.61,74,80,4.92,2021-10-17
330,Westport,US,41.1415,-73.3579,60.84,66,20,10.0,2021-10-17
331,Gamba,GA,-2.65,10.0,76.48,83,99,6.17,2021-10-17
332,Andros Town,BS,24.7,-77.7667,82.36,59,17,14.23,2021-10-17
333,Porangatu,BR,-13.4408,-49.1486,84.31,47,96,2.19,2021-10-17
334,Bull Savanna,JM,17.8868,-77.5902,80.83,71,98,2.44,2021-10-17
335,Corowa,AU,-36.0333,146.3833,63.0,77,78,8.37,2021-10-17
336,Acapulco de Juárez,MX,16.8634,-99.8901,85.82,74,40,10.36,2021-10-17
337,Tarko-Sale,RU,64.9225,77.785,38.73,92,100,16.55,2021-10-17
